kanji;hiragana;meaning;chapter;level;wordClass;importantity
パソコン;パソコン;Laptop;Bab07;-;Unclassified;1
パンチ;パンチ;Pelubang kertas;Bab07;-;Unclassified;1
フォーク;フォーク;Garpu;Bab07;-;Unclassified;1
プレゼント;プレゼント;Hadiah / kado;Bab07;-;Unclassified;1
ホッチキス;ホッチキス;Stapler;Bab07;-;Unclassified;1
まだ;まだ;Belum;Bab07;-;Unclassified;1
メール;メール;Email;Bab07;-;Unclassified;1
もう;もう;Sudah;Bab07;-;Unclassified;1
もらいます;もらいます;Menerima / mendapatkan;Bab07;-;Unclassified;1
家族;かぞく;Keluarga;Bab07;n4;Unclassified;1
花;はな;Bunga;Bab07;n4;Unclassified;1
荷物;にもつ;Barang;Bab07;n2;Unclassified;1
教えます;おしえます;Mengajar;Bab07;n4;Unclassified;1
紙;かみ;Kertas;Bab07;n4;Unclassified;1
失礼します;しつれいします;Permisi;Bab07;n3;Unclassified;1
借ります;かります;Meminjam / menyewa;Bab07;n4;Unclassified;1
手;て;Tangan;Bab07;n4;Unclassified;1
習います;ならいます;Belajar (kepada);Bab07;n4;Unclassified;1
消しゴム;けしゴム;Penghapus karet;Bab07;n3;Unclassified;1
切ります;きります;Memotong / menggunting;Bab07;n4;Unclassified;1
切符;きっぷ;Karcis;Bab07;n2;Unclassified;1
送ります;おくります;Mengirim;Bab07;n4;Unclassified;1
貸します;かします;Meminjamkan / menyewakan;Bab07;n4;Unclassified;1
年賀状;ねんがじょう;Kartu tahun baru;Bab07;-;Unclassified;1
父;ちち;Ayah;Bab07;n5;Unclassified;1
母;はは;Ibu;Bab07;n5;Unclassified;1
いもうとさん;いもうとさん;Adik perempuan (orang lain);Bab07;-;Unclassified;2
おくさん;おくさん;Istri (orang lain);Bab07;-;Unclassified;2
おこさん;おこさん;Anak (orang lain);Bab07;-;Unclassified;2
おじいさん;おじいさん;Kakek (orang lain);Bab07;-;Unclassified;2
おとうとさん;おとうとさん;Adik laki-laki (orang lain);Bab07;-;Unclassified;2
おにいさん;おにいさん;Kakak laki-laki (orang lain);Bab07;-;Unclassified;2
おねえさん;おねえさん;Kakak perempuan (orang lain);Bab07;-;Unclassified;2
おばあさん;おばあさん;Nenek (orang lain);Bab07;-;Unclassified;2
ごきょうだい;ごきょうだい;Saudara kandung (orang lain);Bab07;-;Unclassified;2
ごふうふ;ごふうふ;Pasangan suami istri (orang lain);Bab07;-;Unclassified;2
ごりょうしん;ごりょうしん;Orang tua (orang lain);Bab07;-;Unclassified;2
むすこさん;むすこさん;Anak laki-laki (orang lain);Bab07;-;Unclassified;2
むすめさん;むすめさん;Anak perempuan (orang lain);Bab07;-;Unclassified;2
兄;あに;Kakak laki-laki;Bab07;n4;Unclassified;2
兄弟;きょうだい;Saudara kandung;Bab07;n4;Unclassified;2
妻;つま;Istri;Bab07;n3;Unclassified;2
姉;あね;Kakak perempuan;Bab07;n4;Unclassified;2
子供;こども;Anak;Bab07;n3;Unclassified;2
祖父;そふ;Kakek;Bab07;n3;Unclassified;2
祖父母;そふぼ;Kakek nenek;Bab07;n3;Unclassified;2
祖母;そぼ;Nenek;Bab07;n3;Unclassified;2
息子;むすこ;Anak laki-laki;Bab07;n3;Unclassified;2
弟;おとうと;Adik laki-laki;Bab07;n4;Unclassified;2
夫;おっと;Suami;Bab07;n3;Unclassified;2
夫婦;ふうふ;Pasangan suami istri;Bab07;n3;Unclassified;2
妹;いもうと;Adik perempuan;Bab07;n4;Unclassified;2
娘;むすめ;Anak perempuan;Bab07;n3;Unclassified;2
両親;りょうしん;Orang tua;Bab07;n3;Unclassified;2
（いいえ）けっこうです;（いいえ）けっこうです;Cukup;Bab08;-;Unclassified;1
～が～;～が～;Tetapi;Bab08;-;Unclassified;1
～もういっぱいいかがですか;～もういっぱいいかがですか;Mau nambah secangkir lagi ?;Bab08;-;Unclassified;1
あまり;あまり;Tidak begitu ~ / kurang begitu ~;Bab08;-;Unclassified;1
いい（よい）;いい（よい）;Baik / bagus;Bab08;-;Unclassified;1
いいえ;いいえ;Sama-sama;Bab08;-;Unclassified;1
おいしい;おいしい;Enak;Bab08;-;Unclassified;1
おもしろい;おもしろい;Menarik;Bab08;-;Unclassified;1
お元気ですか;おげんきですか;Apa kabar ?;Bab08;n4;Unclassified;1
きれい（な）;きれい（な）;Cantik / bersih;Bab08;-;Unclassified;1
シャンハイ;シャンハイ;Shanghai;Bab08;-;Unclassified;1
すてき（な）;すてき（な）;Bagus;Bab08;-;Unclassified;1
そうですね;そうですね;Bagaimana ya?;Bab08;-;Unclassified;1
そして;そして;Kemudian;Bab08;-;Unclassified;1
そろそろ失礼します;そろそろしつれいします;Maaf saya mau pamit dulu;Bab08;n3;Unclassified;1
どう;どう;Bagaimana?;Bab08;-;Unclassified;1
とても;とても;Sangat / ~sekali;Bab08;-;Unclassified;1
どんな～;どんな～;Yang bagaimana ?;Bab08;-;Unclassified;1
にぎやか（な）;にぎやか（な）;Ramai;Bab08;-;Unclassified;1
ハンサム（な）;ハンサム（な）;Tampan / gagah / ganteng;Bab08;-;Unclassified;1
またいらっしゃってください;またいらっしゃってください;Silakan datang lagi;Bab08;-;Unclassified;1
レストラン;レストラン;Restoran;Bab08;-;Unclassified;1
悪い;わるい;Jelek;Bab08;n4;Unclassified;1
安い;やすい;Murah;Bab08;n4;Unclassified;1
易しい;やさしい;Mudah / gampang;Bab08;n3;Unclassified;1
暇（な）;ひま（な）;Senggang;Bab08;-;Unclassified;1
楽しい;たのしい;Senang;Bab08;n4;Unclassified;1
寒い;さむい;Dingin suhu;Bab08;n3;Unclassified;1
元気（な）;げんき（な）;Sehat;Bab08;n4;Unclassified;1
古い;ふるい;Lama / tua;Bab08;n4;Unclassified;1
高い;たかい;Mahal / tinggi;Bab08;n5;Unclassified;1
黒い;くろい;Hitam;Bab08;n4;Unclassified;1
桜;さくら;Sakura;Bab08;-;Unclassified;1
山;やま;Gunung;Bab08;n5;Unclassified;1
仕事;しごと;Pekerjaan;Bab08;n4;Unclassified;1
所;ところ;Tempat;Bab08;n3;Unclassified;1
暑い;あつい;Panas ( Udara, Cuaca );Bab08;n4;Unclassified;1
小さい;ちいさい;Kecil;Bab08;n5;Unclassified;1
食べ物;たべもの;Makanan;Bab08;n4;Unclassified;1
新しい;あたらしい;Baru;Bab08;n4;Unclassified;1
新設（な）;しんせつ（な）;Baik hati ( Tidak untuk sendiri );Bab08;n3;Unclassified;1
生活;せいかつ;Kehidupan;Bab08;n3;Unclassified;1
青い;あおい;Biru;Bab08;n4;Unclassified;1
静香（な）;しずか（な）;Sunyi / tenang;Bab08;n2;Unclassified;1
赤い;あかい;Merah;Bab08;n4;Unclassified;1
大きい;おおきい;Besar;Bab08;n5;Unclassified;1
町;まち;Kota;Bab08;n4;Unclassified;1
低い;ひくい;Rendah;Bab08;n2;Unclassified;1
難しい;むずかしい;Sulit / susah;Bab08;n3;Unclassified;1
熱い;あつい;Panas ( Benda, perasaan );Bab08;n4;Unclassified;1
白い;しろい;Putih;Bab08;n5;Unclassified;1
便利（な）;べんり（な）;Praktis;Bab08;n3;Unclassified;1
忙しい;いそがしい;Sibuk;Bab08;n3;Unclassified;1
有名（な）;ゆうめい（な）;Terkenal;Bab08;n4;Unclassified;1
寮;りょう;Asrama;Bab08;-;Unclassified;1
冷たい;つめたい;Dingin benda;Bab08;n3;Unclassified;1
オレンジ;オレンジ;Oranye;Bab08;-;Unclassified;2
きいろい;きいろい;Kuning;Bab08;-;Unclassified;2
グレー;グレー;Abu-abu;Bab08;-;Unclassified;2
ちゃいろい;ちゃいろい;coklat;Bab08;-;Unclassified;2
ピンク;ピンク;Merah muda;Bab08;-;Unclassified;2
ベージュ;ベージュ;krem;Bab08;-;Unclassified;2
みどり;みどり;Hijau;Bab08;-;Unclassified;2
むらさき;むらさき;Ungu;Bab08;-;Unclassified;2
夏;なつ;Musim panas;Bab08;n4;Unclassified;2
秋;あき;Musim gugur;Bab08;n4;Unclassified;2
春;はる;Musim semi;Bab08;n4;Unclassified;2
冬;ふゆ;Musim dingin;Bab08;n4;Unclassified;2
～から;～から;Karena;Bab09;-;Unclassified;1
～ちょっと。。。。;～ちょっと。。。。;Maaf, saya tidak bisa;Bab09;-;Unclassified;1
あります;あります;Ada / mempunyai;Bab09;-;Unclassified;1
アルバイト;アルバイト;Kerja paruh waktu;Bab09;-;Unclassified;1
いいですよ;いいですよ;Boleh;Bab09;-;Unclassified;1
いっしょにいかがですか;いっしょにいかがですか;Bagaimana kalau bersama-sama;Bab09;-;Unclassified;1
かたかな;かたかな;Katakana;Bab09;-;Unclassified;1
カラオケ;カラオケ;Karaoke;Bab09;-;Unclassified;1
クラシック;クラシック;Klasik;Bab09;-;Unclassified;1
コンサート;コンサート;Konser;Bab09;-;Unclassified;1
ご主人;ごしゅじん;Suami orang lain;Bab09;n4;Unclassified;1
スポーツ;スポーツ;Olahraga ( O Shimasu = Berolahraga );Bab09;-;Unclassified;1
だいたい;だいたい;Kira-kira;Bab09;-;Unclassified;1
たくさん;たくさん;Banyak;Bab09;-;Unclassified;1
だめですか;だめですか;Tidak bisa ya / tidak boleh ya;Bab09;-;Unclassified;1
ダンス;ダンス;Dansa ( O Shimasu = Menari / Berdansa );Bab09;-;Unclassified;1
チケット;チケット;Tiket;Bab09;-;Unclassified;1
どうして;どうして;Kenapa;Bab09;-;Unclassified;1
ひらがな;ひらがな;Hiragana;Bab09;-;Unclassified;1
また今度お願いします;またこんどおねがいします;Maaf lain kali saja;Bab09;n3;Unclassified;1
よく;よく;Dengan baik;Bab09;-;Unclassified;1
ローマじ;ローマじ;Huruf latin;Bab09;-;Unclassified;1
飲み物;のみもの;Minuman;Bab09;n4;Unclassified;1
奥さん;おくさん;Istri orang lain;Bab09;n2;Unclassified;1
音楽;おんがく;Musik ( O Shimasu = Bermusik );Bab09;n4;Unclassified;1
下手な;へた（な）;Tidak pandai , tidak pintar , bodoh;Bab09;n4;Unclassified;1
歌;うた;Lagu ( Utaimasu = Bernyanyi );Bab09;n4;Unclassified;1
歌舞伎;かぶき;Kabuki (drama tradisional jepang);Bab09;-;Unclassified;1
絵;え;Gambar;Bab09;n3;Unclassified;1
漢字;かんじ;Kanji;Bab09;n4;Unclassified;1
嫌いな;きらい（な）;Benci;Bab09;-;Unclassified;1
好きな;すき（な）;Suka , gemar;Bab09;n3;Unclassified;1
妻／家内;つま／かない;Istri;Bab09;n3;Unclassified;1
細かいお金;こまかいおかね;Uang kecil, receh;Bab09;n2;Unclassified;1
残念です;ざんねんです;Sayang sekali;Bab09;n3;Unclassified;1
子供;こども;Anak;Bab09;n3;Unclassified;1
字;じ;Huruf;Bab09;n4;Unclassified;1
時間;じかん;Waktu;Bab09;n5;Unclassified;1
少し;すこし;Sedikit;Bab09;n4;Unclassified;1
上手な;じょうず（な）;Pandai , pintar;Bab09;n4;Unclassified;1
全然;ぜんぜん;Sama sekali;Bab09;n3;Unclassified;1
早く／速く;はやく;Dengan Cepat;Bab09;n3;Unclassified;1
貸してください;かしてください;Tolong pinjamkan;Bab09;n4;Unclassified;1
夫／主人;おっと／しゅじん;Suami;Bab09;n3;Unclassified;1
分かります;わかります;Mengerti;Bab09;-;Unclassified;1
野球;やきゅう;Baseball;Bab09;n3;Unclassified;1
約束;やくそく;Janji;Bab09;n3;Unclassified;1
用事;ようじ;Urusan;Bab09;n4;Unclassified;1
旅行;りょこう;Tamasya ( Suru = Pergi Tamasya);Bab09;n4;Unclassified;1
料理;りょうり;Masakan ( O Shimasu = Memasak);Bab09;n4;Unclassified;1
アクション;アクション;Film action;Bab09;-;Unclassified;2
アニメ;アニメ;Film kartun , animasi;Bab09;-;Unclassified;2
オペラ;オペラ;Opera;Bab09;-;Unclassified;2
サッカー;サッカー;Sepak bola;Bab09;-;Unclassified;2
ジャズ;ジャズ;Jaz;Bab09;-;Unclassified;2
ソフトボール;ソフトボール;Softball;Bab09;-;Unclassified;2
ドキュメンタリー;ドキュメンタリー;Film dokumentasi;Bab09;-;Unclassified;2
バレーボール;バレーボール;Voli;Bab09;-;Unclassified;2
ポップス;ポップス;Pop;Bab09;-;Unclassified;2
ホラー;ホラー;Film horor;Bab09;-;Unclassified;2
ミステリー;ミステリー;Film misteri;Bab09;-;Unclassified;2
ミュージカル;ミュージカル;Drama musikal;Bab09;-;Unclassified;2
ラグビー;ラグビー;Rugby;Bab09;-;Unclassified;2
ラテン;ラテン;Musik latin;Bab09;-;Unclassified;2
ロック;ロック;Rock;Bab09;-;Unclassified;2
演歌;えんか;Lagu tradisional jepang populer;Bab09;n3;Unclassified;2
喜劇;きげき;Film komedi;Bab09;n2;Unclassified;2
剣道;けんどう;Kendo;Bab09;-;Unclassified;2
水泳;すいえい;Renang;Bab09;n3;Unclassified;2
戦争;せんそう;Film peperangan;Bab09;n3;Unclassified;2
文芸;ぶんげい;Film kesusastraan;Bab09;n2;Unclassified;2
民謡;みんよう;Musik rakyat / nyanyian daerah;Bab09;-;Unclassified;2
恋愛;れんあい;Film percintaan;Bab09;n2;Unclassified;2
～屋;～や;Toko ~;Bab10;n4;Unclassified;1
ＡＴＭ;ＡＴＭ;ＡＴＭ / Anjungan Tunai Mandiri;Bab10;-;Unclassified;1
あります;あります;Ada (benda mati);Bab10;-;Unclassified;1
います;います;Ada (benda hidup);Bab10;-;Unclassified;1
いろいろ（な）;いろいろ（な）;Berbagai / macam-macam;Bab10;-;Unclassified;1
コーナー;コーナー;Tempat / bagian penjualan;Bab10;-;Unclassified;1
コンビニ;コンビニ;Toko 24 jam;Bab10;-;Unclassified;1
スイッチ;スイッチ;Saklar, Tombol;Bab10;-;Unclassified;1
テーブル;テーブル;Meja makan;Bab10;-;Unclassified;1
ドア;ドア;Pintu;Bab10;-;Unclassified;1
どうもすみません;どうもすみません;Maaf / terima kasih banyak;Bab10;-;Unclassified;1
ナンプラー;ナンプラー;Kecap ikan;Bab10;-;Unclassified;1
パンダ;パンダ;Panda;Bab10;-;Unclassified;1
ビル;ビル;Gedung;Bab10;-;Unclassified;1
ベッド;ベッド;Tempat tidur;Bab10;-;Unclassified;1
ポスト;ポスト;Kotak surat;Bab10;-;Unclassified;1
一番下;いちばんした;Paling bawah;Bab10;n3;Unclassified;1
右;みぎ;Kanan;Bab10;n5;Unclassified;1
下;した;Bawah;Bab10;n5;Unclassified;1
外;そと;Luar;Bab10;n5;Unclassified;1
間;あいだ;Antara;Bab10;n5;Unclassified;1
喫茶店;きっさてん;Coffe shop / cafe;Bab10;n2;Unclassified;1
近く;ちかく;Dekat;Bab10;n4;Unclassified;1
犬;いぬ;Anjing;Bab10;n4;Unclassified;1
県;けん;Prefektur;Bab10;n2;Unclassified;1
後ろ;うしろ;Belakang;Bab10;n5;Unclassified;1
公園;こうえん;Taman;Bab10;n3;Unclassified;1
左;ひだり;Kiri;Bab10;n5;Unclassified;1
女の子;おんなのこ;Anak perempuan;Bab10;n5;Unclassified;1
女の人;おんなのひと;Orang perempuan;Bab10;n5;Unclassified;1
上;うえ;Atas;Bab10;n5;Unclassified;1
乗り場;のりば;Tempat naik;Bab10;n3;Unclassified;1
前;まえ;Depan, Muka;Bab10;n5;Unclassified;1
窓;まど;Jendela;Bab10;n3;Unclassified;1
像;ぞう;Gajah;Bab10;n2;Unclassified;1
棚;たな;Lemari;Bab10;-;Unclassified;1
男の子;おとこのこ;Anak laki-laki;Bab10;n5;Unclassified;1
男の人;おとこのひと;Orang laki-laki;Bab10;n5;Unclassified;1
中;なか;Dalam;Bab10;n5;Unclassified;1
電池;でんち;Baterai;Bab10;n2;Unclassified;1
東京ディズニーランド;とうきょうディズニーランド;Tokyo Disneyland;Bab10;n4;Unclassified;1
猫;ねこ;Kucing;Bab10;n3;Unclassified;1
箱;はこ;Kotak;Bab10;n3;Unclassified;1
物;もの;Barang;Bab10;n4;Unclassified;1
木;き;Pohon;Bab10;n5;Unclassified;1
隣;となり;Samping / sebelah;Bab10;-;Unclassified;1
冷蔵庫;れいぞうこ;Kulkas, Lemari Es;Bab10;n2;Unclassified;1
ベランダ;ベランダ;teras;Bab10;-;Unclassified;2
居間;いま;Ruang tamu;Bab10;n3;Unclassified;2
玄関;げんかん;Pintu masuk;Bab10;-;Unclassified;2
食堂;しょくどう;Kantin / ruang makan;Bab10;n4;Unclassified;2
寝室;しんしつ;Kamar tidur;Bab10;n3;Unclassified;2
洗面所;せんめんじょ;Tempat cuci tangan;Bab10;n3;Unclassified;2
台所;だいどころ;Dapur;Bab10;n3;Unclassified;2
風呂場;ふろば;Kamar mandi;Bab10;-;Unclassified;2
廊下;ろうか;Koridor;Bab10;-;Unclassified;2
～か月;～かげつ;~ bulan;Bab11;n5;Unclassified;1
～ぐらい;～ぐらい;Kira-kira ~;Bab11;-;Unclassified;1
～だけ;～だけ;Hanya ~;Bab11;-;Unclassified;1
～回;～かい;~ kali ( Frekuensi );Bab11;n3;Unclassified;1
～時間;～じかん;~ jam;Bab11;n5;Unclassified;1
～週間;～しゅうかん;~ minggu;Bab11;n4;Unclassified;1
～人;～にん;~ orang;Bab11;n5;Unclassified;1
～台;～だい;~ unit ( Mesin );Bab11;n4;Unclassified;1
～年;～ねん;~ tahun;Bab11;n5;Unclassified;1
～枚;～まい;~ lembar ( Benda Tipis );Bab11;n2;Unclassified;1
アイスクリーム;アイスクリーム;Es krim;Bab11;-;Unclassified;1
いい天気ですね;いいてんきですね;Cuacanya bagus ya...;Bab11;n5;Unclassified;1
いくつ;いくつ;Berapa buah ?;Bab11;-;Unclassified;1
いつつ;いつつ;5 buah;Bab11;-;Unclassified;1
います;います;Ada / mempunyai;Bab11;-;Unclassified;1
エアメール;エアメール;Pos udara;Bab11;-;Unclassified;1
オーストラリア;オーストラリア;Australia;Bab11;-;Unclassified;1
お出かけですか;おでかけですか;Mau keluar ?;Bab11;n5;Unclassified;1
かかります;かかります;Memerlukan ( Waktu, Uang );Bab11;-;Unclassified;1
かしこまりました;かしこまりました;Baik / mengerti;Bab11;-;Unclassified;1
カレー[ライス];カレー[ライス];[nasi dan] kare;Bab11;-;Unclassified;1
クラス;クラス;Kelas;Bab11;-;Unclassified;1
ここのつ;ここのつ;9 buah;Bab11;-;Unclassified;1
サンドイッチ;サンドイッチ;Sandwich;Bab11;-;Unclassified;1
とお;とお;10 buah;Bab11;-;Unclassified;1
どのくらい;どのくらい;Berapa lama ?;Bab11;-;Unclassified;1
ななつ;ななつ;7 buah;Bab11;-;Unclassified;1
はがき;はがき;Kartu pos;Bab11;-;Unclassified;1
ひとつ;ひとつ;1 buah;Bab11;-;Unclassified;1
ひとり;ひとり;1 orang;Bab11;-;Unclassified;1
ふたつ;ふたつ;2 buah;Bab11;-;Unclassified;1
ふたり;ふたり;2 orang;Bab11;-;Unclassified;1
みかん;みかん;Jeruk;Bab11;-;Unclassified;1
みっつ;みっつ;3 buah;Bab11;-;Unclassified;1
みんな;みんな;Semua;Bab11;-;Unclassified;1
むっつ;むっつ;6 buah;Bab11;-;Unclassified;1
やっつ;やっつ;8 buah;Bab11;-;Unclassified;1
よっつ;よっつ;4 buah;Bab11;-;Unclassified;1
りんご;りんご;Apel;Bab11;-;Unclassified;1
外国;がいこく;Luar negeri;Bab11;n5;Unclassified;1
休みます;やすみます （を）;Tidak masuk kerja / libur;Bab11;n5;Unclassified;1
航空便;こうくうびん;Pos udara;Bab11;n2;Unclassified;1
行ってきます;いってきます;Saya berangkat;Bab11;n5;Unclassified;1
行ってらっしゃい;いってらっしゃい;Hati-hati (berangkatnya);Bab11;n5;Unclassified;1
切手;きって;Perangko;Bab11;n4;Unclassified;1
船便;ふなびん;Pos laut;Bab11;n3;Unclassified;1
全部で;ぜんぶで;Semuanya;Bab11;n3;Unclassified;1
封筒;ふうとう;Amplop;Bab11;n2;Unclassified;1
留学生;りゅうがくせい;Pelajar asing;Bab11;n3;Unclassified;1
えびフライ;えびフライ;Udang goreng tepung;Bab11;-;Unclassified;2
おにぎり;おにぎり;Nasi kepal;Bab11;-;Unclassified;2
カレーライス;カレーライス;Nasi kare;Bab11;-;Unclassified;2
コーヒー;コーヒー;Kopi;Bab11;-;Unclassified;2
コーラ;コーラ;Coca cola;Bab11;-;Unclassified;2
ココア;ココア;Minuman coklat;Bab11;-;Unclassified;2
コロッケ;コロッケ;Kroket;Bab11;-;Unclassified;2
サラダ;サラダ;Salad;Bab11;-;Unclassified;2
サンドイッチ;サンドイッチ;sandwich;Bab11;-;Unclassified;2
ジュース;ジュース;Jus;Bab11;-;Unclassified;2
スープ;スープ;Sup;Bab11;-;Unclassified;2
スパゲッティ;スパゲッティ;Spageti;Bab11;-;Unclassified;2
てんぷら;てんぷら;Tempura;Bab11;-;Unclassified;2
トースト;トースト;Roti panggang;Bab11;-;Unclassified;2
ハンバーガー;ハンバーガー;burger;Bab11;-;Unclassified;2
ハンバーグ;ハンバーグ;hamburger;Bab11;-;Unclassified;2
ピザ;ピザ;Pizza;Bab11;-;Unclassified;2
フライドチキン;フライドチキン;Ayam goreng;Bab11;-;Unclassified;2
みそ汁;みそしる;Sup miso;Bab11;-;Unclassified;2
ランチ;ランチ;Makan siang;Bab11;-;Unclassified;2
紅茶;こうちゃ;Teh;Bab11;n2;Unclassified;2
焼肉;やきにく;Daging panggang;Bab11;n2;Unclassified;2
漬物;つけもの;Asinan;Bab11;-;Unclassified;2
定食;ていしょく;Makanan paket;Bab11;n3;Unclassified;2
野菜ため;やさいため;Sayur goreng;Bab11;n2;Unclassified;2
うどん;うどん;Mie jepang ukuran besar;Bab11;-;Unclassified;3
